"participant","Group","format","timepoint","n_correct","n_errors","dprime","c","meta_d","M_ratio"
1216,"NoFB","dots",1,91,29,1.42383542037527,-0.187517197479597,0.63607714984558,0.446735023404553
1216,"NoFB","dots",2,92,28,1.42710938812609,0.012603274478832,0.890443775033632,0.623949209809949
1217,"HighType2","dots",1,92,28,1.57994041150368,-0.455076033022223,1.2146304108466,0.768782418629702
1217,"HighType2","dots",2,90,30,1.30373376714772,-0.143378824464503,0.50176035456017,0.384864124258981
1219,"NoFB","dots",1,95,25,1.59561352430228,0.0968553425669307,1.24209805325289,0.778445428253704
1219,"NoFB","dots",2,91,29,1.39849040500249,0.0690569564785667,0.682116106866667,0.487751724592956
1220,"LowType1","dots",1,94,26,1.52563733729888,0.0430998111242065,0.55529231208842,0.36397399205735
1220,"LowType1","dots",2,93,27,1.47641060809237,0.1312184692427,0.987662736384916,0.668962096974531
1221,"LowType1","dots",1,92,28,1.42775759208149,-0.0026187041372483,1.36733897546127,0.957682860903484
1221,"LowType1","dots",2,92,28,1.44585353876351,0.160419558126935,1.14058128081632,0.788863636763469
1222,"LowType1","dots",1,94,26,1.53518918978916,-0.079709945000961,1.14542194985715,0.74611126594401
1222,"LowType1","dots",2,95,25,1.60907904126956,0.130049770438699,1.09120939139266,0.678157730854349
1223,"NoFB","dots",1,93,27,1.54091259401095,0.4458176122533,1.55396950315453,1.00847349109504
1223,"NoFB","dots",2,96,24,1.7960700788427,0.459525489862683,0.992026858033944,0.55233193276799
1224,"HighType2","dots",1,92,28,2.06582535327626,-0.947839720009148,1.51364597180865,0.73270761703457
1224,"HighType2","dots",2,93,27,2.01081926159194,-0.658383155089105,0.923258036235077,0.459145212038673
1227,"HighType2","dots",1,96,24,1.65238729413662,0.15170389687223,1.15618651989845,0.699706735824644
1227,"HighType2","dots",2,99,21,1.91488173629671,0.258157565765137,1.2562132697805,0.656026555566797
1228,"LowType1","dots",1,95,25,1.73743998518088,-0.281629387785568,0.865119245849627,0.497927556190991
1229,"LowType2","dots",1,97,23,1.72779083833472,0.0795472134182947,0.837784946979682,0.48488794383651
1229,"LowType2","dots",2,95,25,1.58901995213046,-0.0199445457285555,0.983495221988085,0.618931952786042
1232,"LowType2","dots",1,91,29,2.14494058497717,-0.808323315662663,1.9853461354399,0.925594932253581
1232,"LowType2","dots",2,95,25,1.57975529164758,-0.227816080995527,1.00359318258128,0.63528395055072
1233,"LowType2","dots",1,94,26,1.54707906361132,-0.0742562294224386,1.07101157816962,0.692279795752379
1233,"LowType2","dots",2,94,26,1.5275269592323,-0.412632644826687,0.78329744066766,0.512787964843073
1235,"LowType2","dots",1,95,25,1.77842500622069,-0.422387380257756,1.05081388487773,0.590867695405839
1235,"LowType2","dots",2,97,23,1.70106140307199,-0.147670470616894,1.88138048880919,1.10600386641632
1237,"LowType2","dots",1,94,26,1.52994917421755,-0.172557651726541,1.29244900108121,0.844765971877596
1238,"LowType2","dots",1,95,25,1.6258940620807,-0.188384266485343,0.477231984531844,0.293519729029035
1238,"LowType2","dots",2,95,25,1.63760334865442,-0.284626493689484,0.226529686783719,0.138330009504349
1241,"NoFB","dots",1,93,27,1.56460347825894,0.257901226421429,0.127839922139112,0.0817075533293393
