,ID,Progress,Duration..in.seconds.,RecordedDate,Age,Lang,Standing,TimeUNL,FirstGen,Courses,Major,Minor,StartMajor,ContMajor,GPA,CumuGPA,RaceEth,age_yr,GenderRec,MIA_Reg,MIA_Know,Group_2.x,Group_1.x,CorResp_2,CorResp_1,TrialRT_2,TrialRT_1,CorrTrialRT_2,CorrTrialRT_1,ConfRT_2,ConfRT_1,ConfResp_2,ConfResp_1,UnderConf_2,UnderConf_1,OverConf_2,OverConf_1,PreConf_2,PreConf_1,PostConf_2,PostConf_1,AUROC2_2,AUROC2_1,BROC_2,BROC_1,BioPropAcc_2,BioPropAcc_1,dprime_2,dprime_1,c_2,c_1,meta_d_2,meta_d_1,M_ratio_2,M_ratio_1,Group_1.y,Group_2.y,DotsAcc_1,DotsAcc_2,DotsTrialRT_1,DotsTrialRT_2,DotCorTrialRT_1,DotCorTrialRT_2,DotConfRT_1,DotConfRT_2,DotConfResp_1,DotConfResp_2,DotOverConf_1,DotOverConf_2,DotPreConf_1,DotPreConf_2,DotPostConf_1,DotPostConf_2,DotsAUROC2_1,DotsAUROC2_2,DotsBROC_1,DotsBROC_2,DotsPropAcc_1,DotsPropAcc_2,DotsdPrime_1,DotsdPrime_2,Dots_c_1,Dots_c_2,Dots_MetaD_1,Dots_MetaD_2,Dots_MRatio_1,Dots_MRatio_2
68,1192,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,20,NA,8860.257143,NA,8224.75,NA,1239.297297,NA,2.236842105,NA,13,NA,5,NA,NA,NA,NA,NA,0.546590909,NA,0.062792877,NA,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,91,NA,1245.39,NA,921.7604396,NA,753.2153846,NA,2.183333333,NA,1,NA,NA,NA,NA,NA,0.617585848,NA,0.700272494,NA,75.83333333,NA,1.377932603,NA,0.169518172,NA,1.284613102,NA,0.932275714,NA
69,1194,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,23,NA,5593.277778,NA,5570.869565,NA,1007.555556,NA,2.342105263,NA,12,NA,2,NA,NA,NA,NA,NA,0.645882353,NA,0.366962765,NA,60.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,94,NA,1393.075214,NA,1370.612903,NA,448.829661,NA,2.775,NA,12,NA,NA,NA,NA,NA,0.670200893,NA,-0.194761377,NA,78.33333333,NA,1.695406424,NA,-0.302646169,NA,1.108639626,NA,0.653907883,NA
70,1197,100,728,3/31/25 9:16,17,1,4,8,1,,,,2,1,3.5,3.5 or higher,1,32,Male,28,12,NoFB,NoFB,17,21,8695.583333,8549.368421,8855.058824,8647.714286,970.9736842,1258.763158,3.131578947,3.078947368,5,5,17,11,NA,NA,NA,NA,0.422196796,0.636155606,0.147640527,-0.11461724,44.73684211,55.26315789,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NoFB,95,96,715.2958333,657.7616667,619.8768421,579.3489583,697.6117647,419.9764706,3.283333333,3.125,14,11,NA,NA,NA,NA,0.800114548,0.772370487,-0.412915851,-0.282511211,79.16666667,80,1.845072779,2.130815938,-0.498960305,-0.589026757,2.093502607,1.923118949,1.134645002,0.902527015
71,1198,100,410,4/4/25 14:00,5,1,2,4,2,,,,1,1,3.98,3.98,1,20,Female,27,15,LowType2,LowType2,27,20,5476.526316,8396.026316,5416,7751.7,984.9473684,1209.210526,3.315789474,3.184210526,7,3,9,13,NA,NA,NA,NA,0.473474801,0.576136364,0.127004191,-0.222838867,71.05263158,52.63157895,1.051522316,NA,0.071998968,NA,5.47498702416045e-06,NA,5.20672451715686e-06,NA,LowType2,LowType2,91,91,688.345,421.6875,625.1274725,401.0582418,826.7789916,427.3033333,2.616666667,3.183333333,8,20,NA,NA,NA,NA,0.693986676,0.603711412,0.065994946,-0.128770634,75.83333333,75.83333333,1.373745819,1.38715019,0.182550864,0.222981573,1.38857736,0.669152441,1.010796423,0.482393649
72,1200,100,56586,4/25/25 9:02,7,1,3,7,1,,,,2,1,3.5,3,4,22,Female,22,10,NA,NoFB,NA,20,NA,7340.03125,NA,7579.5,NA,1969.972973,NA,2.263157895,NA,10,NA,7,NA,NA,NA,NA,NA,0.582954545,NA,0.025316456,NA,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,91,NA,825.0652542,NA,716.96,NA,561.9052632,NA,2.541666667,NA,12,NA,NA,NA,NA,NA,0.582032605,NA,0.007728716,NA,75.83333333,NA,1.364688223,NA,0.037812506,NA,0.609474188,NA,0.446603245,NA
73,1201,100,279,4/15/25 20:35,7,1,4,3.5,2,,,,1,1,3.8,3.7,1,22,Female,14,13,HighType2,HighType2,30,23,6834.135135,9192.583333,6744.266667,8608.652174,1010.578947,1347.184211,2.947368421,2.684210526,12,11,5,9,NA,NA,NA,NA,0.5703125,0.585882353,0.011857708,0.019462465,78.94736842,60.52631579,1.532349417,NA,0.168414583,NA,0.529389182,NA,0.345475501,NA,HighType2,HighType2,98,97,650.6775,451.265,595.3346939,412.06875,717.2084746,343.989916,2.275,2.25,3,2,NA,NA,NA,NA,0.694583333,0.71959596,0.359369185,0.51602106,81.66666667,80.83333333,1.870950374,1.717648014,0.237662138,0.184334257,1.242717657,1.44018462,0.664217328,0.838463183
74,1202,100,250,4/9/25 12:31,5,1,3,6,2,,,,2,1,4.0 (last semester),3.57,1,20,Female,27,15,NA,LowType2,NA,19,NA,6369.945946,NA,6443.578947,NA,740.2105263,NA,2.236842105,NA,11,NA,8,NA,NA,NA,NA,NA,0.513605442,NA,0,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,NA,89,NA,559.175,NA,518.3123596,NA,567.9966102,NA,2.55,NA,13,NA,NA,NA,NA,NA,0.619214119,NA,-0.010143321,NA,74.16666667,NA,1.280422123,NA,-0.139630956,NA,0.728933193,NA,0.569291314,NA
75,1203,100,246,4/1/25 17:19,5,1,2,4,2,,,,2,1,4,4,1,20,Male,22,17,NoFB,NoFB,32,27,7989.236842,9522.736842,7812.53125,9708.62963,1083.973684,1342,3.605263158,3.131578947,4,6,6,6,NA,NA,NA,NA,0.488970588,0.635278515,1,-0.178467507,84.21052632,71.05263158,1.905764407,1.07405439,-0.197467177,-0.218387831,1.33162338404726e-06,1.124333882,6.98734523186734e-07,1.046812798,NoFB,NoFB,97,92,693.1625,420.6341667,635.6371134,400.0571429,367.0033614,301.0756303,2.708333333,2.975,10,18,NA,NA,NA,NA,0.664444444,0.581382979,-0.069924687,-0.115772205,80.83333333,76.66666667,1.707689697,1.450245214,0.124052695,0.122673154,1.193378012,0.525260779,0.69882603,0.362187562
76,1204,100,554,4/4/25 10:49,6,1,3,6,2,,,,1,1,3.9,3.94,1,21,Female,28,16,HighType2,HighType2,25,21,7197.736842,10424.61111,7360.72,10499.80952,1332.394737,2029.026316,2.657894737,2.763157895,9,6,8,7,NA,NA,NA,NA,0.541975309,0.643020595,-0.013458732,-0.085443038,65.78947368,55.26315789,0.772401554,NA,-0.067561413,NA,0.317495629,NA,0.411049961,NA,HighType2,HighType2,93,95,751.1109244,674.5075,622.1538462,498.5010638,482.1,462.2258621,2.225,2.408333333,3,6,NA,NA,NA,NA,0.578947368,0.637647957,0.341949842,0.154983368,77.5,79.16666667,1.447451474,1.65534407,0.153651652,-0.21253093,0.684920781,0.797198681,0.473190841,0.481590925
77,1205,100,416,4/14/25 12:20,5,1,4,6,1,,,,2,1,2.8,2.8,1,20,Female,19,11,LowType1,LowType1,30,18,4454.763158,7436.684211,4301.966667,6978.722222,909.5,682.3684211,3.342105263,3,5,4,3,9,NA,NA,NA,NA,0.7046875,0.640909091,-0.255813953,-0.177619502,78.94736842,47.36842105,1.522344509,NA,0.206249312,NA,1.774693,NA,1.165763065,NA,LowType1,LowType1,96,93,530.1325,703.3191667,529.046875,651.1419355,500.935,335.19,2.516666667,2.391666667,6,8,NA,NA,NA,NA,0.59398263,0.613611615,0.142857143,0.089984799,80,77.5,1.835448079,1.486977583,0.342614758,0.254712381,0.852726175,0.709441972,0.464587468,0.47710334
78,1206,100,303,3/31/25 15:13,4,1,1,2,2,,,,1,1,4,4,1,18,Male,24,16,LowType1,LowType1,27,30,9990.162162,8834.405405,10082.07407,8764,1181.605263,1105.710526,2.842105263,2.736842105,8,14,4,5,NA,NA,NA,NA,0.725464191,0.5015625,-0.052056489,0.030033051,71.05263158,78.94736842,1.123707717,1.616158952,0.372735432,-0.310878905,1.508120965,0.000273384,1.342093626,0.000169157,LowType1,LowType1,93,98,716.2758333,587.2283333,679.5849462,591.9979592,681.4775862,361.5615385,2.558333333,2.766666667,13,6,NA,NA,NA,NA,0.529582577,0.714166667,-0.002154407,0.024597084,77.5,81.66666667,1.480793437,1.770463263,0.039445299,-0.04935766,0.138395311,1.494944686,0.093460241,0.844380517
79,1208,100,393,4/1/25 14:34,5,1,2,4,2,,,,1,1,3.67,3.75,1,20,Female,22,16,NoFB,NoFB,26,26,9597.432432,10862.78378,9689.346154,10950.5,2006.5,2113.605263,3.026315789,2.710526316,7,7,7,5,NA,NA,NA,NA,0.661989796,0.674744898,-0.10529758,-0.10529758,68.42105263,68.42105263,0.90752438,0.91639949,0,-0.139560381,1.287145712,1.390247601,1.418304279,1.517075922,NoFB,NoFB,97,97,1287.141667,683.1583333,1308.927835,683.1134021,712.6448598,386.8389831,2,2.516666667,2,6,NA,NA,NA,NA,0.551515152,0.616161616,0.442313961,0.127827215,80.83333333,80.83333333,1.697814662,1.714431309,-0.318967785,-0.077373637,0.449298203,0.944221238,0.264633245,0.550748947
80,1209,100,504,4/6/25 8:26,8,1,4,4,2,,,,2,1,3.4,3.4,1,23,Female,24,9,NoFB,NoFB,26,23,9031.184211,9042.405405,9089.230769,8822.391304,965.7894737,1232.684211,2.5,2.710526316,13,4,5,7,NA,NA,NA,NA,0.542091837,0.68,0.014084507,-0.26804212,68.42105263,60.52631579,0.903924823,NA,0.045238159,NA,0.315201263,NA,0.348702962,NA,NoFB,NoFB,91,94,973.7333333,568.8333333,827.9010989,571.9148936,552.1764706,420.6333333,2.166666667,2.208333333,2,0,NA,NA,NA,NA,0.633194589,0.614397321,0.543535114,1,75.83333333,78.33333333,1.373773053,1.551270379,0.012396776,0.191786377,1.009071188,1.50532001,0.73452539,0.970378878
81,1210,100,636,4/10/25 11:30,6,1,3,6,2,,,,1,1,3.157,3.157,1,21,Female,31,17,NA,NoFB,NA,25,NA,8981.027778,NA,9459.36,NA,728.4210526,NA,3.473684211,NA,0,NA,12,NA,NA,NA,NA,NA,0.555555556,NA,-1,NA,65.78947368,NA,0.786878552,NA,0.20432085,NA,0.399629465,NA,0.507866765,NoFB,NA,96,NA,904.5808333,NA,1018.413542,NA,250.925,NA,3.966666667,NA,24,NA,NA,NA,NA,NA,0.525510204,NA,0,NA,80,NA,1.773140152,NA,0.496424051,NA,0.019812257,NA,0.011173543,NA
82,1211,100,378,4/1/25 14:20,4,1,1,I am in my 2nd semester at UNL,2,,,,2,2,3.9,3.6,1,18,Female,27,8,LowType1,LowType1,24,17,7457.263158,8266.567568,7760.708333,8190.941176,1164.578947,1417.631579,2.631578947,2.736842105,6,4,5,11,NA,NA,NA,NA,0.691105769,0.61784897,-0.100917431,-0.161872739,63.15789474,44.73684211,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,97,98,758.0991667,642.5675,721.1113402,628.2408163,615.4638655,479.9608333,1.908333333,2.241666667,0,2,NA,NA,NA,NA,0.662828283,0.639375,1,0.470627954,80.83333333,81.66666667,1.710181365,1.781876088,0.112330884,-0.076483522,1.271746918,0.944645598,0.743632777,0.530141015
83,1212,100,258,4/3/25 9:11,4,1,1,2,2,,,,1,1,3.6,3.6,1,18,Female,16,16,LowType1,LowType1,24,19,5406.947368,6433.236842,5617,5891.526316,880.0263158,620.9736842,2.815789474,3.210526316,8,5,8,16,NA,NA,NA,NA,0.540865385,0.459183673,-0.048543689,0.186440678,63.15789474,50,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,91,95,597.6641667,362.1608333,599.6824176,340.1052632,234.0092437,246.8529915,3.6,3.5,23,20,NA,NA,NA,NA,0.656781131,0.570828561,-0.395941821,-0.219594595,75.83333333,79.16666667,1.389424702,1.616884279,-0.105256553,-0.224593327,1.19953878,0.486274144,0.863334859,0.300747648
84,1214,100,372,4/7/25 11:55,7,1,4,10,1,,,,2,1,2.9,2.9,4,22,Female,19,8,HighType2,HighType2,21,25,7103.789474,8829,7191.47619,9970.44,1183.657895,1504.815789,2.105263158,2.184210526,13,12,9,4,NA,NA,NA,NA,0.419908467,0.543209877,-0.027439814,0.079076621,55.26315789,65.78947368,NA,0.772401554,NA,0.067561413,NA,0.287830719,NA,0.372643889,HighType2,HighType2,94,94,741.2116667,519.0141667,742.0670213,501.3096774,681.7264957,461.7186441,2.6,2.758333333,11,12,NA,NA,NA,NA,0.656622024,0.701078869,-0.03446661,-0.161889018,78.33333333,78.33333333,1.541826808,1.598263928,-0.025269168,-0.284138199,1.095404054,1.298593456,0.71045856,0.812502512
85,1215,100,337,4/1/25 15:49,7,1,4,5,2,,,,1,1,3.706,3.706,4,22,Male,28,16,LowType1,LowType1,35,29,6774.473684,7474.405405,6292.2,7554.862069,1030.710526,1368.421053,3.105263158,2.973684211,5,6,1,5,NA,NA,NA,NA,0.764864865,0.656891496,-0.289473684,-0.201514394,92.10526316,76.31578947,NA,1.485064738,NA,-0.376426012,NA,1.046134956,NA,0.704437274,LowType1,LowType1,89,92,770.6425,302.0816667,599.1898877,304.1439561,545.7883333,251.6254237,2.475,1.625,8,0,NA,NA,NA,NA,0.692973693,0.606914894,0.121978432,1,74.16666667,76.66666667,1.754381966,1.41501816,0.877190983,0.183108567,1.300050621,0.789909977,0.741030543,0.558233102
86,1216,100,569,3/31/25 16:04,5,1,2,Currently in my 4th semester.,2,,,,2,1,3.67,3.604,1,20,Female,25,13,NoFB,NoFB,22,23,8210.852941,11139.48571,7790.136364,11152.78261,1206.394737,2436.631579,2.473684211,2.421052632,8,11,5,4,NA,NA,NA,NA,0.684027778,0.62,0.03711206,0.121262458,57.89473684,60.52631579,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NoFB,91,92,892.0675,523.2361345,914.9318681,473.9717391,637.7394958,525.8605042,1.941666667,2.158333333,0,2,NA,NA,NA,NA,0.594693028,0.606205674,1,0.497951325,75.83333333,76.66666667,1.42383542,1.427109388,-0.187517197,0.012603274,0.63607715,0.890443775,0.446735023,0.62394921
87,1217,100,503,3/31/25 13:43,5,1,1,2,2,,,,1,1,4,4,1,20,Male,26,14,HighType2,HighType2,27,26,9200.189189,7520.702703,8610.444444,7225.346154,1442.5,974.4736842,3.026315789,3.263157895,2,3,5,9,NA,NA,NA,NA,0.656498674,0.6875,-0.566618911,-0.295019157,71.05263158,68.42105263,1.058632733,0.904478286,0.262322241,0.185245018,1.526948173,1.481730186,1.442377631,1.638215321,HighType2,HighType2,92,90,931.4823529,820.0416667,731.83,717.1777778,374.4384615,371.1076271,2.925,2.608333333,12,18,NA,NA,NA,NA,0.692021277,0.567425272,-0.147479495,-0.056521739,76.66666667,75,1.579940412,1.303733767,-0.455076033,-0.143378824,1.214630411,0.501760355,0.768782419,0.384864124
88,1219,100,384,3/31/25 22:08,6,1,4,8,2,,,,2,1,3.6,3.8,7,21,Female,26,10,NoFB,NoFB,19,17,1706.285714,4041.297297,2159.789474,4802.294118,383.3684211,554.4210526,2.5,2.789473684,11,7,9,15,NA,NA,NA,NA,0.416099773,0.378718535,-0.011235955,0.085443038,50,44.73684211,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NoFB,95,91,738.2775,305.8658333,429.9182796,296.2640449,532.2561404,383.7175,2.525,3.116666667,7,18,NA,NA,NA,NA,0.686631944,0.580818592,0.058611698,-0.109752342,79.16666667,75.83333333,1.595613524,1.398490405,0.096855343,0.069056956,1.242098053,0.682116107,0.778445428,0.487751725
89,1220,100,386,4/16/25 14:03,6,1,4,8,2,,,,1,1,3.9,3.9,4,21,Female,27,17,LowType1,LowType1,21,16,4296.394737,5430.324324,4189.285714,6293.4375,615.7105263,792,2.289473684,2.368421053,14,9,3,7,NA,NA,NA,NA,0.592677346,0.586805556,0.209205021,0.06295754,55.26315789,42.10526316,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,94,93,480.8575,349.1191667,471.2255319,326.9311828,391.9816667,270.2366667,2.958333333,3.075,21,16,NA,NA,NA,NA,0.572544643,0.656261343,0.018782918,-0.177024037,78.33333333,77.5,1.525637337,1.476410608,0.043099811,0.131218469,0.555292312,0.987662736,0.363973992,0.668962097
90,1221,100,339,4/3/25 13:00,5,1,2,4,1,,,,1,1,3.9,3.8,1,20,Female,22,11,LowType1,LowType1,27,24,5790.868421,6612.842105,5651.777778,5723.958333,871.0526316,850.4473684,3.026315789,3.105263158,7,7,4,10,NA,NA,NA,NA,0.681697613,0.524038462,-0.092953523,0.006125442,71.05263158,63.15789474,1.051522316,NA,0.071998968,NA,1.428944793,NA,1.358929593,NA,LowType1,LowType1,92,92,502.25,470.5283333,482.1088889,446.3021978,637.7579832,354.5633333,3.091666667,2.833333333,14,13,NA,NA,NA,NA,0.707616487,0.654609929,-0.22737819,-0.090721649,76.66666667,76.66666667,1.427757592,1.445853539,-0.002618704,0.160419558,1.367338975,1.140581281,0.957682861,0.788863637
91,1222,100,320,4/4/25 11:32,5,1,2,4,2,,,,1,1,3.9,3.9,4,20,Female,18,15,LowType1,LowType1,17,20,1054.789474,1106.131579,1183.705882,780.6,218.4210526,390.6578947,2.157894737,2.026315789,15,19,4,0,NA,NA,NA,NA,0.470251716,0.520454545,-0.195304422,1,44.73684211,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,94,95,494.9416667,388.25,454.6170213,375.2842105,449.2941176,328.3135593,1.75,2.216666667,0,1,NA,NA,NA,NA,0.649925595,0.59908362,1,0.669401305,78.33333333,79.16666667,1.53518919,1.609079041,-0.079709945,0.13004977,1.14542195,1.091209391,0.746111266,0.678157731
92,1223,100,648,4/15/25 19:19,7,1,4,3,2,,,,2,1,3.7,3.7,4,22,Male,28,16,NoFB,NoFB,24,20,6982.081081,10842.88889,7240.166667,10514.15,1377.131579,1420.105263,2.447368421,2.052631579,11,14,4,1,NA,NA,NA,NA,0.621394231,0.614772727,0.09767369,0.600188147,63.15789474,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NoFB,93,96,893.0483333,773.1725,758.3924731,738.6916667,658.5302521,579.2364407,2.683333333,2.4,9,7,NA,NA,NA,NA,0.679108584,0.615384615,-0.017469561,0.093117409,77.5,80,1.540912594,1.796070079,0.445817612,0.45952549,1.553969503,0.992026858,1.008473491,0.552331933
93,1224,100,243,4/3/25 16:44,5,1,2,4,2,,,,1,1,3.2,3,1,20,Female,27,16,HighType2,HighType2,23,19,5684.648649,7490.868421,5951.521739,8050.105263,833.0526316,929.3157895,2.394736842,2.710526316,13,8,3,13,NA,NA,NA,NA,0.608235294,0.498866213,0.2113306,0.060240964,60.52631579,50,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,92,93,625.6233333,502.7558333,665.3824176,472.4695652,422.0350877,294.5155172,2.783333333,2.85,8,13,NA,NA,NA,NA,0.731451613,0.641016334,-0.003295323,-0.119007556,76.66666667,77.5,2.065825353,2.010819262,-0.94783972,-0.658383155,1.513645972,0.923258036,0.732707617,0.459145212
94,1227,100,329,4/15/25 23:15,5,1,2,4,2,,,,1,1,4,4,1,20,Male,29,13,HighType2,HighType2,27,27,7841.421053,8462.324324,7744.555556,8453.518519,1427.368421,1372.894737,3.657894737,3.684210526,0,0,10,10,NA,NA,NA,NA,0.564986737,0.579575597,-1,-1,71.05263158,71.05263158,1.052123513,1.051522316,-0.028861186,0.071998968,0.501703869,0.739957933,0.476848832,0.703701596,HighType2,HighType2,96,99,777.8491667,635.0216667,692.7760417,607.8888889,616.665812,421.8126051,2.95,2.875,11,11,NA,NA,NA,NA,0.674254317,0.663366337,-0.126261383,-0.181384248,80,82.5,1.652387294,1.914881736,0.151703897,0.258157566,1.15618652,1.25621327,0.699706736,0.656026556
95,1228,100,551,4/11/25 0:13,5,1,3,4,2,,,,1,1,3.969,3.969,1,20,Female,18,17,NA,LowType1,NA,25,NA,7831.513514,NA,7575.68,NA,1199.789474,NA,3.157894737,NA,4,NA,6,NA,NA,NA,NA,NA,0.732098765,NA,-0.298026999,NA,65.78947368,NA,0.786878552,NA,0.20432085,NA,2.159081256,NA,2.74385577,LowType1,NA,95,NA,679.4666667,NA,672.4210526,NA,706.7033898,NA,2.041666667,NA,4,NA,NA,NA,NA,NA,0.664757541,NA,0.224192187,NA,79.16666667,NA,1.737439985,NA,-0.281629388,NA,0.865119246,NA,0.497927556,NA
96,1229,100,282,4/18/25 9:36,NA,1,2,4,2,,,,2,1,3.8,3.3,1,NA,Female,27,17,LowType2,LowType2,20,19,4261.777778,6325.864865,4500.7,7610.631579,749.9210526,873.3947368,2.394736842,2.763157895,7,5,5,10,NA,NA,NA,NA,0.6625,0.60430839,0.062792877,-0.125,52.63157895,50,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,97,95,557.2558333,806.9383333,490.221875,707.1139785,443.5425,226.6254237,2.533333333,2.666666667,7,11,NA,NA,NA,NA,0.610102041,0.628865979,0.078612035,-0.084824478,80.83333333,79.16666667,1.727790838,1.589019952,0.079547213,-0.019944546,0.837784947,0.983495222,0.484887944,0.618931953
97,1232,100,361,5/14/25 13:08,NA,1,1,2,1,,,,1,1,3.72,3.72,1,NA,Diverse,20,13,LowType2,LowType2,31,31,8579.815789,8754.763158,7801.612903,8032.870968,1414.894737,1606.684211,2.394736842,2.736842105,15,9,0,3,NA,NA,NA,NA,0.732323232,0.68013468,1,-0.086182537,81.57894737,81.57894737,1.683919066,1.690004317,0.125462033,-0.089587132,1.878847889,1.436422646,1.115759021,0.849952057,LowType2,LowType2,91,95,828.9991667,551.8091667,724.3593407,470.8873684,742.3655172,501.7266667,2.308333333,2.025,2,1,NA,NA,NA,NA,0.733610822,0.638029782,0.584550165,0.682427974,75.83333333,79.16666667,2.144940585,1.579755292,-0.808323316,-0.227816081,1.985346135,1.003593183,0.925594932,0.635283951
98,1233,100,486,5/14/25 11:55,5,1,2,4,2,,,,2,2,3.899,3.899,1,20,Female,8,10,LowType2,LowType2,18,22,6985.891892,11883.52778,7308.111111,12761.59091,1416.578947,1333,2.447368421,2.052631579,11,12,8,3,NA,NA,NA,NA,0.505681818,0.642361111,-0.00491083,0.238809581,47.36842105,57.89473684,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,94,94,799.5016667,471.3083333,796.4648936,457.4819149,698.0446429,201.5119658,2.158333333,2.416666667,1,6,NA,NA,NA,NA,0.622395833,0.608630952,0.713326862,0.167566889,78.33333333,78.33333333,1.547079064,1.527526959,-0.074256229,-0.412632645,1.071011578,0.783297441,0.692279796,0.512787965
99,1235,100,194,5/14/25 12:52,5,1,2,4,2,,,,1,1,4,4,4,20,Male,31,16,LowType2,LowType2,32,33,5293.736842,5614.162162,5176.875,5509.30303,580.1052632,466.2105263,3.605263158,3.842105263,4,1,3,4,NA,NA,NA,NA,0.753676471,0.714285714,-0.391304348,-0.689681924,84.21052632,86.84210526,1.866856474,2.084938671,0.033993329,-0.107880045,2.530792834,3.016356493,1.35564403,1.446736316,LowType2,LowType2,95,97,821.6066667,527.035,771.3894737,462.2896907,482.0433333,241.5733333,2.316666667,2.675,6,1,NA,NA,NA,NA,0.634020619,0.757171717,0.131808784,0.697522142,79.16666667,80.83333333,1.778425006,1.701061403,-0.42238738,-0.147670471,1.050813885,1.881380489,0.590867695,1.106003866
100,1237,100,222,5/22/25 13:42,5,1,2,2,2,,,,1,1,4,4,4,20,Male,26,16,NA,LowType2,NA,29,NA,8898.052632,NA,8641.068966,NA,831.7631579,NA,2.578947368,NA,13,NA,5,NA,NA,NA,NA,NA,0.541055718,NA,0.00083165,NA,76.31578947,NA,1.353175152,NA,-0.07882745,NA,0.305525701,NA,0.225784298,LowType2,NA,94,NA,387.4775,NA,374.5031915,NA,389.5555556,NA,2.666666667,NA,8,NA,NA,NA,NA,NA,0.639950166,NA,0.065249684,NA,78.33333333,NA,1.529949174,NA,-0.172557652,NA,1.292449001,NA,0.844765972,NA
101,1238,100,419,5/15/25 14:59,5,1,2,2,2,,,,2,1,3.2,2.8,1,20,Female,22,15,LowType2,LowType2,25,22,7203.842105,7225.918919,7809.2,7029.818182,898.7631579,859.4736842,2.736842105,2.710526316,11,12,9,9,NA,NA,NA,NA,0.47654321,0.451388889,0.072662078,0.00372476,65.78947368,57.89473684,0.786878552,NA,0.20432085,NA,1.11922812563366e-10,NA,1.42236450890738e-10,NA,LowType2,LowType2,95,95,626.56,590.2916667,591.5336842,531.8389473,688.4051282,578.822689,2.6,2.925,12,17,NA,NA,NA,NA,0.571210386,0.524436808,-0.035068372,-0.012852516,79.16666667,79.16666667,1.625894062,1.637603349,-0.188384266,-0.284626494,0.477231985,0.226529687,0.293519729,0.13833001
102,1240,100,240,1/22/26 14:26,4,1,1,1,1,,,,1,1,3.2,3.2,1,18,Male,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1241,100,338,1/25/26 20:33,4,1,1,1,2,,,,1,1,3.2,3.2,1,18,Female,27,17,NoFB,NoFB,28,24,7691.631579,10377.34211,7018.964286,10220.66667,1528.684211,1249.868421,3.289473684,2.631578947,5,12,9,8,65,64,79,49,0.429166667,0.513221154,0.23949127,0.010309278,73.68421053,63.15789474,1.213698071,NA,-0.109648465,NA,1.75747625006781e-08,NA,1.44803414643574e-08,NA,NoFB,NoFB,93,95,690.2433333,650.775,672.9827957,572.4526316,370.8714286,189.3644068,2.875,3.016666667,19,12,80,70,60,70,0.515426497,0.74742268,-0.017306581,-0.330309687,77.5,79.16666667,1.564603478,1.653033671,0.257901226,-0.140904731,0.127839922,2.082203237,0.081707553,1.259625423
104,1243,100,288,1/23/26 16:12,4,1,1,"One full semester, currently in second semester",2,,,,1,1,4,4,1,18,Female,18,14,NoFB,NoFB,28,28,5639.052632,6015.368421,5968.857143,5811.464286,655,810.2631579,3.289473684,3.026315789,5,7,7,7,49,29,57,52,0.595833333,0.576388889,-0.177513947,-0.056603774,73.68421053,73.68421053,1.265541264,1.195520252,-0.266664275,0,0.646184032,0.733494852,0.510598943,0.613536116,NoFB,NoFB,93,92,565.5975,402.9833333,515.0150538,329.5728261,323.9552632,243.2786325,2.083333333,2.25,3,4,50,30,30,30,0.633393829,0.670744681,0.377439469,0.325125084,77.5,76.66666667,1.634627209,1.579940412,0.408313633,0.455076033,1.004370523,1.188284424,0.614433993,0.752107114
